type,passage,original,question,choices,answer
Reasoning,"Art collectives, like the United States- and Vietnambased collective The Propeller Group or Cuba’s Los
Carpinteros, are groups of artists who agree to work
together: perhaps for stylistic reasons, or to advance
certain shared political ideals, or to help mitigate the
costs of supplies and studio space. Regardless of
the reasons, art collectives usually involve some
collaboration among the artists. Based on a recent
series of interviews with various art collectives, an
arts journalist claims that this can be difficult for
artists who are often used to having sole control over
their work. 
","Art collectives, like the United States- and Vietnambased collective The Propeller Group or Cuba’s Los
Carpinteros, are groups of artists who agree to work
together: perhaps for stylistic reasons, or to advance
certain shared political ideals, or to help mitigate the
costs of supplies and studio space. Regardless of
the reasons, art collectives usually involve some
collaboration among the artists. Based on a recent
series of interviews with various art collectives, an
arts journalist claims that this can be difficult for
artists who are often used to having sole control over
their work. 
","Which quotation from the interviews best illustrates
the journalist’s claim? ","A) “The first collective I joined included many
amazingly talented artists, and we enjoyed each
other’s company, but because we had a hard time
sharing credit and responsibility for our work,
the collective didn’t last.”
B) “We work together, but that doesn’t mean that
individual projects are equally the work of all of
us. Many of our projects are primarily the
responsibility of whoever originally proposed the
work to the group.”
C) “Having worked as a member of a collective for
several years, it’s sometimes hard to recall what it
was like to work alone without the collective’s
support. But that support encourages my
individual expression rather than limits it.”
D) “Sometimes an artist from outside the collective
will choose to collaborate with us on a project,
but all of those projects fit within the larger
themes of the work the collective does on its
own.” ","“The first collective I joined included many
amazingly talented artists, and we enjoyed each
other’s company, but because we had a hard time
sharing credit and responsibility for our work,
the collective didn’t last.”"
fill in the blank,"Several artworks found among the ruins of the
ancient Roman city of Pompeii depict a female figure
fishing with a cupid nearby. Some scholars have
asserted that the figure is the goddess Venus, since
she is known to have been linked with cupids in
Roman culture, but University of Leicester
archaeologist Carla Brain suggests that cupids may
have also been associated with fishing generally. The
fact that a cupid is shown near the female figure,
therefore, is not conclusive evidence that the figure is
Venus.","Several artworks found among the ruins of the
ancient Roman city of Pompeii depict a female figure
fishing with a cupid nearby. Some scholars have
asserted that the figure is the goddess Venus, since
she is known to have been linked with cupids in
Roman culture, but University of Leicester
archaeologist Carla Brain suggests that cupids may
have also been associated with fishing generally. The
fact that a cupid is shown near the female figure,
therefore, _______",Which choice most logically completes the text?,"A) is not conclusive evidence that the figure is
Venus.
B) suggests that Venus was often depicted fishing.
C) eliminates the possibility that the figure is
Venus.
D) would be difficult to account for if the figure is
not Venus. ","is not conclusive evidence that the figure is
Venus."
fill in the blank,"Literary agents estimate that more than half of all
nonfiction books credited to a celebrity or other
public figure are in fact written by ghostwriters,
professional authors who are paid to write other
people’s stories but whose names never appear on book
covers. ","Literary agents estimate that more than half of all
nonfiction books credited to a celebrity or other
public figure are in fact written by ghostwriters,
professional authors who are paid to write other
_______ but whose names never appear on book
covers. ","Which choice completes the text so that it conforms
to the conventions of Standard English? 
","A) people’s stories
B) peoples story’s
C) peoples stories
D) people’s story’s 
",people’s stories
grammar,"Like other amphibians, the wood frog (Rana
sylvatica) is unable to generate its own heat, so
during periods of subfreezing temperatures, it
survives by producing large amounts of glucose, a
sugar that helps prevent damaging ice from forming
inside its cells. ","Like other amphibians, the wood frog (Rana
sylvatica) is unable to generate its own heat, so
during periods of subfreezing temperatures, it
_______ by producing large amounts of glucose, a
sugar that helps prevent damaging ice from forming
inside its cells. ","Which choice completes the text so that it conforms
to the conventions of Standard English? ","A) had survived
B) survived
C) would survive
D) survives",survives
grammar,"After a spate of illnesses as a child, Wilma Rudolph
was told she might never walk again. Defying all
odds, Rudolph didn’t just walk, she ran—fast. During the
1960 Summer Olympics in Rome, she won both the
100- and 200-meter dashes and clinched first place
for her team in the 4 ×100-meter relay, becoming
the first US woman to win three gold medals in a
single Olympics. ","After a spate of illnesses as a child, Wilma Rudolph
was told she might never walk again. Defying all
odds, Rudolph didn’t just walk, she _______ the
1960 Summer Olympics in Rome, she won both the
100- and 200-meter dashes and clinched first place
for her team in the 4 ×100-meter relay, becoming
the first US woman to win three gold medals in a
single Olympics. ","Which choice completes the text so that it conforms
to the conventions of Standard English? 
","A) ran—fast—during
B) ran—fast during
C) ran—fast, during
D) ran—fast. During ",ran—fast. During 
grammar,"In many of her landscape paintings from the 1970s
and 1980s, Lebanese American artist Etel Adnan
worked to capture the essence of California’s
fog-shrouded Mount Tamalpais region through
abstraction, using splotches of color to represent
the area’s features. Interestingly, the triangle
representing the mountain itself is among the
few defined figures in her paintings. ","In many of her landscape paintings from the 1970s
and 1980s, Lebanese American artist Etel Adnan
worked to capture the essence of California’s
fog-shrouded Mount Tamalpais region through
abstraction, using splotches of color to represent
the area’s features. Interestingly, the triangle
representing the mountain itself _______ among the
few defined figures in her paintings. ",Which choice completes the text so that it conforms to the conventions of Standard English?,"A) are
B) have been
C) were
D) is ",is
grammar,"Seneca sculptor Marie Watt’s blanket art comes in a
range of shapes and sizes. In 2004, Watt sewed strips
of blankets together to craft a 10-by-13-inch
sampler; in 2014, she arranged folded blankets into
two large stacks and then cast them in bronze,
creating two curving 18-foot-tall blue-bronze pillars. ","Seneca sculptor Marie Watt’s blanket art comes in a
range of shapes and sizes. In 2004, Watt sewed strips
of blankets together to craft a 10-by-13-inch
_______ in 2014, she arranged folded blankets into
two large stacks and then cast them in bronze,
creating two curving 18-foot-tall blue-bronze pillars. ","Which choice completes the text so that it conforms
to the conventions of Standard English? 
","A) sampler later,
B) sampler;
C) sampler,
D) sampler, later, ",sampler;
grammar,"African American Percy Julian was a scientist and
entrepreneur whose work helped people around the
world to see. Named in 1999 as one of the greatest
achievements by a US chemist in the past hundred
years, Julian’s 1935 synthesis of the alkaloid
physostigmine led to the first mass-produced
treatment for glaucoma","African American Percy Julian was a scientist and
entrepreneur whose work helped people around the
world to see. Named in 1999 as one of the greatest
achievements by a US chemist in the past hundred
years, _______ led to the first mass-produced
treatment for glaucoma","Which choice completes the text so that it conforms
to the conventions of Standard English? ","A) Julian synthesized the alkaloid physostigmine in
1935; it
B) in 1935 Julian synthesized the alkaloid
physostigmine, which
C) Julian’s 1935 synthesis of the alkaloid
physostigmine
D) the alkaloid physostigmine was synthesized by
Julian in 1935 and 
","Julian’s 1935 synthesis of the alkaloid
physostigmine"
grammar,"The Arctic-Alpine Botanic Garden in Norway and
the Jardim Botânico of Rio de Janeiro in Brazil are
two of many botanical gardens around the world
dedicated to growing diverse plant species, both native and nonnative; 
fostering scientific research; and educating the public
about plant conservation. 
","The Arctic-Alpine Botanic Garden in Norway and
the Jardim Botânico of Rio de Janeiro in Brazil are
two of many botanical gardens around the world
dedicated to growing diverse plant _______
fostering scientific research; and educating the public
about plant conservation. 
","Which choice completes the text so that it conforms
to the conventions of Standard English? ","A) species, both native and nonnative,
B) species, both native and nonnative;
C) species; both native and nonnative,
D) species both native and nonnative, ","species, both native and nonnative;"
grammar,"Sociologist Alton Okinaka sits on the review board
tasked with adding new sites to the Hawai‘i Register
of Historic Places, which includes Pi‘ilanihale
Heiau and the ‘Ōpaeka‘a Road Bridge. Okinaka
doesn’t make such decisions single-handedly, however; all historical
designations must be approved by a group of nine
other experts from the fields of architecture,
archaeology, history, and Hawaiian culture. 
","Sociologist Alton Okinaka sits on the review board
tasked with adding new sites to the Hawai‘i Register
of Historic Places, which includes Pi‘ilanihale
Heiau and the ‘Ōpaeka‘a Road Bridge. Okinaka
doesn’t make such decisions _______ all historical
designations must be approved by a group of nine
other experts from the fields of architecture,
archaeology, history, and Hawaiian culture. 
","Which choice completes the text so that it conforms
to the conventions of Standard English? 
","A) single-handedly, however;
B) single-handedly; however,
C) single-handedly, however,
D) single-handedly however ","single-handedly, however;"
conjunction,"In 1968, US Congressman John Conyers introduced a bill to establish a national holiday in honor of Dr. Martin Luther King Jr. The bill didn’t make it to a vote, but Conyers was determined. He teamed up with Shirley Chisholm, the first Black woman to be elected to Congress, and they resubmitted the bill every session for the next fifteen years. Finally, in 1983, the bill passed.","In 1968, US Congressman John Conyers introduced a bill to establish a national holiday in honor of Dr. Martin Luther King Jr. The bill didn’t make it to a vote, but Conyers was determined. He teamed up with Shirley Chisholm, the first Black woman to be elected to Congress, and they resubmitted the bill every session for the next fifteen years. _______ in 1983, the bill passed.","Which choice completes the text with the most
logical transition? 
","A) Instead,
B) Likewise,
C) Finally,
D) Additionally,","Finally,"
conjunction,"Geoscientists have long considered Hawaii’s Mauna
Loa volcano to be Earth’s largest shield volcano by
volume, measuring approximately 74,000 cubic
kilometers. However, according to a 2020 study by
local geoscientist Michael Garcia, Hawaii’s
Pūhāhonu shield volcano is significantly larger,
boasting a volume of about 148,000 cubic kilometers","Geoscientists have long considered Hawaii’s Mauna
Loa volcano to be Earth’s largest shield volcano by
volume, measuring approximately 74,000 cubic
kilometers. _______ according to a 2020 study by
local geoscientist Michael Garcia, Hawaii’s
Pūhāhonu shield volcano is significantly larger,
boasting a volume of about 148,000 cubic kilometers","Which choice completes the text with the most
logical transition? ","A) Secondly,
B) Consequently,
C) Moreover,
D) However,","However,"
conjunction,"Samuel Coleridge-Taylor was a prominent classical
music composer from England who toured the US
three times in the early 1900s. The child of a West
African father and an English mother, ColeridgeTaylor emphasized his mixed-race ancestry. For
example, he referred to himself as Anglo-African.
In addition, he incorporated the sounds of traditional
African music into his classical music compositions. 
","Samuel Coleridge-Taylor was a prominent classical
music composer from England who toured the US
three times in the early 1900s. The child of a West
African father and an English mother, ColeridgeTaylor emphasized his mixed-race ancestry. For
example, he referred to himself as Anglo-African.
_______ he incorporated the sounds of traditional
African music into his classical music compositions. 
","Which choice completes the text with the most
logical transition? ","A) In addition,
B) Actually,
C) However,
D) Regardless, 
","In addition, "
conjunction,"In 2019, researcher Patricia Jurado Gonzalez and
food historian Nawal Nasrallah prepared a stew from
a 4,000-year-old recipe found on a Mesopotamian
clay tablet. When they tasted the dish, known as
pašrūtum (“unwinding”), they found that it had a
mild taste and inspired a sense of calm. Therefore, the
researchers, knowing that dishes were sometimes
named after their intended effects, theorized that the
dish’s name, “unwinding,” referred to its function: to
help ancient diners relax. 
","In 2019, researcher Patricia Jurado Gonzalez and
food historian Nawal Nasrallah prepared a stew from
a 4,000-year-old recipe found on a Mesopotamian
clay tablet. When they tasted the dish, known as
pašrūtum (“unwinding”), they found that it had a
mild taste and inspired a sense of calm. _______ the
researchers, knowing that dishes were sometimes
named after their intended effects, theorized that the
dish’s name, “unwinding,” referred to its function: to
help ancient diners relax. 
","Which choice completes the text with the most
logical transition? 
","A) Therefore,
B) Alternately,
C) Nevertheless,
D) Likewise, ","Therefore,"
Comparative Advantage Analysis,"While researching a topic, a student has taken the
following notes:
• Chemical leavening agents cause carbon dioxide
to be released within a liquid batter, making the
batter rise as it bakes.
• Baking soda and baking powder are chemical
leavening agents.
• Baking soda is pure sodium bicarbonate.
• To produce carbon dioxide, baking soda needs to
be mixed with liquid and an acidic ingredient such
as honey.
• Baking powder is a mixture of sodium bicarbonate
and an acid.
• To produce carbon dioxide, baking powder needs
to be mixed with liquid but not with an acidic
ingredient. ","While researching a topic, a student has taken the
following notes:
• Chemical leavening agents cause carbon dioxide
to be released within a liquid batter, making the
batter rise as it bakes.
• Baking soda and baking powder are chemical
leavening agents.
• Baking soda is pure sodium bicarbonate.
• To produce carbon dioxide, baking soda needs to
be mixed with liquid and an acidic ingredient such
as honey.
• Baking powder is a mixture of sodium bicarbonate
and an acid.
• To produce carbon dioxide, baking powder needs
to be mixed with liquid but not with an acidic
ingredient. ","The student wants to emphasize a difference between
baking soda and baking powder. Which choice most
effectively uses relevant information from the notes
to accomplish this goal? ","A) To make batters rise, bakers use chemical
leavening agents such as baking soda and baking
powder.
B) Baking soda and baking powder are chemical
leavening agents that, when mixed with other
ingredients, cause carbon dioxide to be released
within a batter.
C) Baking soda is pure sodium bicarbonate, and
honey is a type of acidic ingredient.
D) To produce carbon dioxide within a liquid
batter, baking soda needs to be mixed with an
acidic ingredient, whereas baking powder does
not. ","To produce carbon dioxide within a liquid
batter, baking soda needs to be mixed with an
acidic ingredient, whereas baking powder does
not. "
Comparative Advantage Analysis,"While researching a topic, a student has taken the
following notes:
• Soo Sunny Park is a Korean American artist who
uses light as her primary medium of expression.
• She created her work Unwoven Light in 2013.
• Unwoven Light featured a chain-link fence fitted
with iridescent plexiglass tiles.
• When light passed through the fence, colorful
prisms formed. ","While researching a topic, a student has taken the
following notes:
• Soo Sunny Park is a Korean American artist who
uses light as her primary medium of expression.
• She created her work Unwoven Light in 2013.
• Unwoven Light featured a chain-link fence fitted
with iridescent plexiglass tiles.
• When light passed through the fence, colorful
prisms formed. ","The student wants to describe Unwoven Light to an
audience unfamiliar with Soo Sunny Park. Which
choice most effectively uses relevant information
from the notes to accomplish this goal? ","A) Park’s 2013 installation Unwoven Light, which
included a chain-link fence and iridescent tiles
made from plexiglass, featured light as its
primary medium of expression.
B) Korean American light artist Soo Sunny Park
created Unwoven Light in 2013.
C) The chain-link fence in Soo Sunny Park’s
Unwoven Light was fitted with tiles made from
iridescent plexiglass.
D) In Unwoven Light, a 2013 work by Korean
American artist Soo Sunny Park, light formed
colorful prisms as it passed through a fence Park
had fitted with iridescent tiles.","In Unwoven Light, a 2013 work by Korean
American artist Soo Sunny Park, light formed
colorful prisms as it passed through a fence Park
had fitted with iridescent tiles."
Comparative Advantage Analysis,"While researching a topic, a student has taken the
following notes:
• Cambodia’s Angkor Wat was built in the 1100s to
honor the Hindu god Vishnu.
• It has been a Buddhist temple since the sixteenth
century.
• Decorrelation stretch analysis is a novel digital
imaging technique that enhances the contrast
between colors in a photograph.
• Archaeologist Noel Hidalgo Tan applied
decorrelation stretch analysis to photographs he
had taken of Angkor Wat’s plaster walls.
• Tan’s analysis revealed hundreds of images
unknown to researchers. ","While researching a topic, a student has taken the
following notes:
• Cambodia’s Angkor Wat was built in the 1100s to
honor the Hindu god Vishnu.
• It has been a Buddhist temple since the sixteenth
century.
• Decorrelation stretch analysis is a novel digital
imaging technique that enhances the contrast
between colors in a photograph.
• Archaeologist Noel Hidalgo Tan applied
decorrelation stretch analysis to photographs he
had taken of Angkor Wat’s plaster walls.
• Tan’s analysis revealed hundreds of images
unknown to researchers. ","The student wants to present Tan’s research to an
audience unfamiliar with Angkor Wat. Which choice
most effectively uses relevant information from the
notes to accomplish this goal?","A) Tan photographed Angkor Wat’s plaster walls
and then applied decorrelation stretch analysis to
the photographs.
B) Decorrelation stretch analysis is a novel digital
imaging technique that Tan used to enhance the
contrast between colors in a photograph.
C) Using a novel digital imaging technique, Tan
revealed hundreds of images hidden on the walls
of Angkor Wat, a Cambodian temple.
D) Built to honor a Hindu god before becoming a
Buddhist temple, Cambodia’s Angkor Wat
concealed hundreds of images on its plaster
walls. "," Using a novel digital imaging technique, Tan
revealed hundreds of images hidden on the walls
of Angkor Wat, a Cambodian temple."
fill in the blank,"The fashion resale market, in which consumers
purchase secondhand clothing from stores and
online sellers, generated nearly $30 billion globally
in 2019. Expecting to see continued growth, some
analysts predicted that revenues will more than
double by 2028. 
","The fashion resale market, in which consumers
purchase secondhand clothing from stores and
online sellers, generated nearly $30 billion globally
in 2019. Expecting to see continued growth, some
analysts _______ that revenues will more than
double by 2028. 
",Which choice completes the text with the most logical and precise word or phrase?,"A) produced
B) denied
C) worried
D) predicted 
",predicted 
fill in the blank,"Artificially delivering biomolecules to plant cells is
an important component of protecting plants from
pathogens, but it is difficult to transmit biomolecules
through the layers of the plant cell wall. Markita del
Carpio Landry and her colleagues have shown that
it may be possible to overcome this problem by
transmitting molecules through carbon nanotubes,
which can cross cell walls. ","Artificially delivering biomolecules to plant cells is
an important component of protecting plants from
pathogens, but it is difficult to transmit biomolecules
through the layers of the plant cell wall. Markita del
Carpio Landry and her colleagues have shown that
it may be possible to _______ this problem by
transmitting molecules through carbon nanotubes,
which can cross cell walls. ","Which choice completes the text with the most
logical and precise word or phrase? 
","A) conceptualize
B) neglect
C) illustrate
D) overcome 
",overcome 
fill in the blank,"Particle physicists like Ayana Holloway Arce and
Aida El-Khadra spend much of their time inspecting 
what is invisible to the naked eye: using sophisticated
technology, they closely examine the behavior of
subatomic particles, the smallest detectable parts of
matter","Particle physicists like Ayana Holloway Arce and
Aida El-Khadra spend much of their time _______
what is invisible to the naked eye: using sophisticated
technology, they closely examine the behavior of
subatomic particles, the smallest detectable parts of
matter","Which choice completes the text with the most
logical and precise word or phrase? 
","A) selecting
B) inspecting
C) creating
D) deciding 
",inspecting
fill in the blank,"Anthropologist Kristian J. Carlson and colleagues
examined the fossilized clavicle and shoulder bones
of a 3.6-million-year-old early hominin known as
“Little Foot.” They found that these bones were
comparable to the clavicle and shoulder bones of modern
apes that are frequent climbers, such as gorillas and
chimpanzees, suggesting that Little Foot had adapted
to life in the trees. ","Anthropologist Kristian J. Carlson and colleagues
examined the fossilized clavicle and shoulder bones
of a 3.6-million-year-old early hominin known as
“Little Foot.” They found that these bones were
_______ the clavicle and shoulder bones of modern
apes that are frequent climbers, such as gorillas and
chimpanzees, suggesting that Little Foot had adapted
to life in the trees. ","Which choice completes the text with the most
logical and precise word or phrase? ","A) surpassed by
B) comparable to
C) independent of
D) obtained from ",comparable to
fill in the blank,"Rydra Wong, the protagonist of Samuel R. Delany’s
1966 novel Babel-17, is a poet, an occupation which,
in Delany’s work, is not atypical : nearly a dozen of
the characters that populate his novels are poets or
writers. ","Rydra Wong, the protagonist of Samuel R. Delany’s
1966 novel Babel-17, is a poet, an occupation which,
in Delany’s work, is not _______: nearly a dozen of
the characters that populate his novels are poets or
writers. ","Which choice completes the text with the most
logical and precise word or phrase? ","A) infallible
B) atypical
C) lucrative
D) tedious ",atypical
fill in the blank,"For a 2020 exhibition, photographer and
neurobiologist Okunola Jeyifous created a series of
new images based on a series of alphabet posters
from the 1970s known as the “Black ABCs,” which
featured Black children from Chicago. Jeyifous
photographed the now-adult models and layered the
photos over magnified images of the models’ cells,
resulting in what he called “micro and macro
portraiture.”","For a 2020 exhibition, photographer and
neurobiologist Okunola Jeyifous _______ a series of
new images based on a series of alphabet posters
from the 1970s known as the “Black ABCs,” which
featured Black children from Chicago. Jeyifous
photographed the now-adult models and layered the
photos over magnified images of the models’ cells,
resulting in what he called “micro and macro
portraiture.”","Which choice completes the text with the most
logical and precise word or phrase? 
","A) validated
B) created
C) challenged
D) restored ",created
fill in the blank,"In addition to being an accomplished psychologist
himself, Francis Cecil Sumner was a proponent of increasing the opportunity for Black students to
study psychology, helping to found the psychology
department at Howard University, a historically
Black university, in 1930","In addition to being an accomplished psychologist
himself, Francis Cecil Sumner was a _______
increasing the opportunity for Black students to
study psychology, helping to found the psychology
department at Howard University, a historically
Black university, in 1930","Which choice completes the text with the most
logical and precise word or phrase? 
","A) proponent of
B) supplement to
C) beneficiary of
D) distraction for ",proponent of
fill in the blank,"Whether the reign of a French monarch such
as Hugh Capet or Henry I was historically
consequential or relatively uneventful, its trajectory
was shaped by questions of legitimacy and therefore
cannot be understood without a corollary
understanding of the factors that allowed the
monarch to buttress his right to hold the throne","Whether the reign of a French monarch such
as Hugh Capet or Henry I was historically
consequential or relatively uneventful, its trajectory
was shaped by questions of legitimacy and therefore
cannot be understood without a corollary
understanding of the factors that allowed the
monarch to _______ his right to hold the throne","Which choice completes the text with the most
logical and precise word or phrase? ","A) reciprocate
B) annotate
C) buttress
D) disengage ",buttress
find function of the sentence,"Some bird species don’t raise their own chicks.
Instead, adult females lay their eggs in other nests,
next to another bird species’ own eggs. Female
cuckoos have been seen quickly laying eggs in the
nests of other bird species when those birds are out
looking for food. After the eggs hatch, the noncuckoo
parents will typically raise the cuckoo chicks as if
they were their own offspring, even if the cuckoos
look very different from the other chicks. 
","Some bird species don’t raise their own chicks.
Instead, adult females lay their eggs in other nests,
next to another bird species’ own eggs. <underline>Female
cuckoos have been seen quickly laying eggs in the
nests of other bird species when those birds are out
looking for food.</underline> After the eggs hatch, the noncuckoo
parents will typically raise the cuckoo chicks as if
they were their own offspring, even if the cuckoos
look very different from the other chicks. 
","Which choice best describes the function of the
underlined sentence in the text as a whole? 
","A) It introduces a physical feature of female
cuckoos that is described later in the text.
B) It describes the appearance of the cuckoo nests
mentioned earlier in the text.
C) It offers a detail about how female cuckoos carry
out the behavior discussed in the text.
D) It explains how other birds react to the female
cuckoo behavior discussed in the text. 
","It offers a detail about how female cuckoos carry
out the behavior discussed in the text."
Information comprehension and inference,"Cats can judge unseen people’s positions in space by
the sound of their voices and thus react with surprise
when the same person calls to them from two
different locations in a short span of time. Saho
Takagi and colleagues reached this conclusion by
measuring cats’ levels of surprise based on their ear
and head movements while the cats heard recordings
of their owners’ voices from two speakers spaced far
apart. Cats exhibited a low level of surprise when
owners’ voices were played twice from the same
speaker, but they showed a high level of surprise
when the voice was played once each from the two
different speakers. ","Cats can judge unseen people’s positions in space by
the sound of their voices and thus react with surprise
when the same person calls to them from two
different locations in a short span of time. Saho
Takagi and colleagues reached this conclusion by
measuring cats’ levels of surprise based on their ear
and head movements while the cats heard recordings
of their owners’ voices from two speakers spaced far
apart. Cats exhibited a low level of surprise when
owners’ voices were played twice from the same
speaker, but they showed a high level of surprise
when the voice was played once each from the two
different speakers. ","According to the text, how did the researchers
determine the level of surprise displayed by the cats
in the study?","A) They watched how each cat moved its ears and
head.
B) They examined how each cat reacted to the voice
of a stranger.
C) They studied how each cat physically interacted
with its owner.
D) They tracked how each cat moved around the
room. ","They watched how each cat moved its ears and
head."
Reasoning,"A student performs an experiment testing her
hypothesis that a slightly acidic soil environment is
more beneficial for the growth of the plant Brassica
rapa parachinensis (a vegetable commonly known as
choy sum) than a neutral soil environment. She
plants sixteen seeds of choy sum in a mixture of
equal amounts of coffee grounds (which are highly
acidic) and potting soil and another sixteen seeds in
potting soil without coffee grounds as the control for
the experiment. The two groups of seeds were
exposed to the same growing conditions and
monitored for three weeks","A student performs an experiment testing her
hypothesis that a slightly acidic soil environment is
more beneficial for the growth of the plant Brassica
rapa parachinensis (a vegetable commonly known as
choy sum) than a neutral soil environment. She
plants sixteen seeds of choy sum in a mixture of
equal amounts of coffee grounds (which are highly
acidic) and potting soil and another sixteen seeds in
potting soil without coffee grounds as the control for
the experiment. The two groups of seeds were
exposed to the same growing conditions and
monitored for three weeks","Which finding, if true, would most directly weaken
the student’s hypothesis? ","A) The choy sum planted in the soil without coffee
grounds were significantly taller at the end of the
experiment than the choy sum planted in the
mixture of soil and coffee grounds.
B) The choy sum grown in the soil without coffee
grounds weighed significantly less at the end of
the experiment than the choy sum grown in the
mixture of soil and coffee grounds.
C) The choy sum seeds planted in the soil without
coffee grounds sprouted significantly later in the
experiment than did the seeds planted in the
mixture of soil and coffee grounds.
D) Significantly fewer of the choy sum seeds planted
in the soil without coffee grounds sprouted
plants than did the seeds planted in the mixture
of soil and coffee grounds. ","The choy sum planted in the soil without coffee
grounds were significantly taller at the end of the
experiment than the choy sum planted in the
mixture of soil and coffee grounds."
Reasoning,"“The Young Girl” is a 1920 short story by Katherine
Mansfield. In the story, the narrator takes an
unnamed seventeen-year-old girl and her younger
brother out for a meal. In describing the teenager,
Mansfield frequently contrasts the character’s
pleasant appearance with her unpleasant attitude, as
when Mansfield writes of the teenager, “While we waited she took out a little, gold
powder-box with a mirror in the lid, shook the
poor little puff as though she loathed it, and
dabbed her lovely nose.”","“The Young Girl” is a 1920 short story by Katherine
Mansfield. In the story, the narrator takes an
unnamed seventeen-year-old girl and her younger
brother out for a meal. In describing the teenager,
Mansfield frequently contrasts the character’s
pleasant appearance with her unpleasant attitude, as
when Mansfield writes of the teenager, _______","Which quotation from “The Young Girl” most
effectively illustrates the claim? ","A) “I heard her murmur, ‘I can’t bear flowers on a
table.’ They had evidently been giving her
intense pain, for she positively closed her eyes as
I moved them away.”
B) “While we waited she took out a little, gold
powder-box with a mirror in the lid, shook the
poor little puff as though she loathed it, and
dabbed her lovely nose.”
C) “I saw, after that, she couldn’t stand this place a
moment longer, and, indeed, she jumped up and
turned away while I went through the vulgar act
of paying for the tea.”
D) “She didn’t even take her gloves off. She lowered
her eyes and drummed on the table. When a
faint violin sounded she winced and bit her lip
again. Silence.” ","“While we waited she took out a little, gold
powder-box with a mirror in the lid, shook the
poor little puff as though she loathed it, and
dabbed her lovely nose.”"
Reasoning,"Linguist Deborah Tannen has cautioned against
framing contentious issues in terms of two highly
competitive perspectives, such as pro versus con.
According to Tannen, this debate-driven approach
can strip issues of their complexity and, when used in
front of an audience, can be less informative than
the presentation of multiple perspectives in a
noncompetitive format. To test Tannen’s hypothesis,
students conducted a study in which they showed
participants one of three different versions of local
news commentary about the same issue. Each
version featured a debate between two commentators
with opposing views, a panel of three commentators
with various views, or a single commentator. ","Linguist Deborah Tannen has cautioned against
framing contentious issues in terms of two highly
competitive perspectives, such as pro versus con.
According to Tannen, this debate-driven approach
can strip issues of their complexity and, when used in
front of an audience, can be less informative than
the presentation of multiple perspectives in a
noncompetitive format. To test Tannen’s hypothesis,
students conducted a study in which they showed
participants one of three different versions of local
news commentary about the same issue. Each
version featured a debate between two commentators
with opposing views, a panel of three commentators
with various views, or a single commentator. ","Which finding from the students’ study, if true,
would most strongly support Tannen’s hypothesis? 
","A) On average, participants perceived
commentators in the debate as more
knowledgeable about the issue than
commentators in the panel.
B) On average, participants perceived
commentators in the panel as more
knowledgeable about the issue than the single
commentator.
C) On average, participants who watched the panel
correctly answered more questions about the
issue than those who watched the debate or the
single commentator did.
D) On average, participants who watched the single
commentator correctly answered more questions
about the issue than those who watched the
debate did. ","On average, participants who watched the panel
correctly answered more questions about the
issue than those who watched the debate or the
single commentator did."
fill in the blank,"<em>King Lear</em> is a circa 1606 play by William
Shakespeare. In the play, the character of King Lear
attempts to test his three daughters’ devotion to him.
He later expresses regret for his actions, as is evident
when he says to himself while striking his head, “Beat at
this gate that let thy folly in / And thy dear
judgement out!”
","<em>King Lear</em> is a circa 1606 play by William
Shakespeare. In the play, the character of King Lear
attempts to test his three daughters’ devotion to him.
He later expresses regret for his actions, as is evident
when he _______
","Which choice most effectively uses a quotation from
<em>King Lear</em> to illustrate the claim? 
","A) says of himself, “I am a man / more sinned
against than sinning.”
B) says during a growing storm, “This tempest will
not give me leave to ponder / On things would
hurt me more.”
C) says to himself while striking his head, “Beat at
this gate that let thy folly in / And thy dear
judgement out!”
D) says of himself, “I will do such things— / What
they are yet, I know not; but they shall be / The
terrors of the earth!” ","says to himself while striking his head, “Beat at
this gate that let thy folly in / And thy dear
judgement out!”"
fill in the blank,"Many of William Shakespeare’s tragedies address
broad themes that still appeal to today’s audiences.
For instance, Romeo and Juliet, which is set in the
Italy of Shakespeare’s time, tackles the themes of
parents versus children and love versus hate, and
the play continues to be read and produced
widely around the world. But understanding
Shakespeare’s so-called history plays can require a
knowledge of several centuries of English history.
Consequently, many theatergoers and readers today are likely to
find Shakespeare’s history plays less engaging
than the tragedies.","Many of William Shakespeare’s tragedies address
broad themes that still appeal to today’s audiences.
For instance, Romeo and Juliet, which is set in the
Italy of Shakespeare’s time, tackles the themes of
parents versus children and love versus hate, and
the play continues to be read and produced
widely around the world. But understanding
Shakespeare’s so-called history plays can require a
knowledge of several centuries of English history.
Consequently, _______",Which choice most logically completes the text? ,"A) many theatergoers and readers today are likely to
find Shakespeare’s history plays less engaging
than the tragedies.
B) some of Shakespeare’s tragedies are more
relevant to today’s audiences than
twentieth-century plays.
C) Romeo and Juliet is the most thematically
accessible of all Shakespeare’s tragedies.
D) experts in English history tend to prefer
Shakespeare’s history plays to his other works. ","many theatergoers and readers today are likely to
find Shakespeare’s history plays less engaging
than the tragedies."
